,property,units,n_points,value,PID,formula,polymername
1,Glass transition temp.,C,1,162.0,P392641,C29H16F6O4,"poly{oxycarbonylbiphenyl-2,2'-diylcarbonyloxy-1,4-phenylene[bis(trifluoromethyl)methylene]-1,4-phenylene}"
1,Glass transition temp.,C,1,101.0,P392642,C19H18O4,"poly[oxy(2,2-dimethylpropane-1,3-diyl)oxycarbonylbiphenyl-4,4'-diylcarbonyl]"
1,Glass transition temp.,C,1,99.0,P392643,C20H20O4,"poly[oxy(2-ethyl-2-methylpropane-1,3-diyl)oxycarbonylbiphenyl-4,4'-diylcarbonyl]"
1,Glass transition temp.,C,1,95.0,P392644,C21H22O4,"poly[oxy(2-methyl-2-propylpropane-1,3-diyl)oxycarbonylbiphenyl-4,4'-diylcarbonyl]"
1,Glass transition temp.,C,1,50.0,P392645,C19H14O7,"poly(oxy-1,2-phenylenecarbonyloxycarbonyl-1,2-phenyleneoxyglutaryl)"
1,Glass transition temp.,C,5,52.0,P392646,C20H16O7,"poly(oxy-1,2-phenylenecarbonyloxycarbonyl-1,2-phenyleneoxyadipoyl)"
1,Glass transition temp.,C,1,40.0,P392647,C21H18O7,"poly(oxy-1,2-phenylenecarbonyloxycarbonyl-1,2-phenyleneoxyheptanedioyl)"
1,Glass transition temp.,C,1,28.0,P392648,C22H20O7,"poly(oxy-1,2-phenylenecarbonyloxycarbonyl-1,2-phenyleneoxyoctanedioyl)"
1,Glass transition temp.,C,1,25.0,P392649,C23H22O7,"poly(oxy-1,2-phenylenecarbonyloxycarbonyl-1,2-phenyleneoxynonanedioyl)"
1,Glass transition temp.,C,1,28.0,P392650,C24H24O7,"poly(oxy-1,2-phenylenecarbonyloxycarbonyl-1,2-phenyleneoxydecanedioyl)"
1,Glass transition temp.,C,1,120.0,P392651,C22H12O7,"poly(oxy-1,2-phenylenecarbonyloxycarbonyl-1,2-phenyleneoxyterephthaloyl)"
1,Glass transition temp.,C,1,105.0,P392652,C22H12O7,"poly(oxy-1,2-phenylenecarbonyloxycarbonyl-1,2-phenyleneoxyisophthaloyl)"
1,Glass transition temp.,C,1,45.0,P392653,C20H16O7,"poly[oxy-1,2-phenylenecarbonyloxycarbonyl-1,2-phenyleneoxy(2,3-dimethylbutanedioyl)]"
1,Glass transition temp.,C,1,23.0,P392654,C22H20O7,"poly[oxy-1,2-phenylenecarbonyloxycarbonyl-1,2-phenyleneoxy(2,3-diethylbutanedioyl)]"
1,Glass transition temp.,C,1,-11.0,P392660,C13H22O6,"poly[oxy(2,3-dihydroxybutanedioyl)oxynonane-1,9-diyl]"
2,Melting temp.,C,1,59.0,P392660,C13H22O6,"poly[oxy(2,3-dihydroxybutanedioyl)oxynonane-1,9-diyl]"
1,Glass transition temp.,C,1,31.0,P392661,C13H22O4,"poly(oxybutanedioyloxynonane-1,9-diyl)"
2,Melting temp.,C,1,57.0,P392661,C13H22O4,"poly(oxybutanedioyloxynonane-1,9-diyl)"
1,Glass transition temp.,C,1,155.0,P392662,C21H11F3O4,"poly(oxy{2-[3-(trifluoromethyl)phenyl]-1,4-phenylene}oxyterephthaloyl)"
2,Melting temp.,C,1,345.0,P392662,C21H11F3O4,"poly(oxy{2-[3-(trifluoromethyl)phenyl]-1,4-phenylene}oxyterephthaloyl)"
1,Glass transition temp.,C,1,130.0,P392664,C62H45F3N4O8S,"poly(oxyethylene{4-[2-(5-{2-[4-cyano-5-(dicyanomethylidene)-2-phenyl-2-(trifluoromethyl)-2,5-dihydrofuran-3-yl]vinyl}thiophen-2-yl)vinyl]phenylimino}ethyleneoxy[5-(3,5-dibenzyloxybenzyloxy)isophthaloyl])"
1,Glass transition temp.,C,1,140.0,P392665,C49H31F7N4O7S,"poly(oxyethylene{4-[2-(5-{2-[4-cyano-5-(dicyanomethylidene)-2-phenyl-2-(trifluoromethyl)-2,5-dihydrofuran-3-yl]vinyl}thiophen-2-yl)vinyl]phenylimino}ethyleneoxy[5-(2,3,5,6-tetrafluoro-4-methoxybenzyloxy)isophthaloyl])"
1,Glass transition temp.,C,1,30.0,P392667,C14H22N2O6,"poly[oxybutanedioyloxy(2-oxoethylene)iminohexane-1,6-diylimino(1-oxoethylene)]"
2,Melting temp.,C,4,149.5,P392667,C14H22N2O6,"poly[oxybutanedioyloxy(2-oxoethylene)iminohexane-1,6-diylimino(1-oxoethylene)]"
1,Glass transition temp.,C,1,19.0,P392668,C16H26N2O6,"poly[oxyhexanedioyloxy(2-oxoethylene)iminohexane-1,6-diylimino(1-oxoethylene)]"
2,Melting temp.,C,4,119.5,P392668,C16H26N2O6,"poly[oxyhexanedioyloxy(2-oxoethylene)iminohexane-1,6-diylimino(1-oxoethylene)]"
1,Glass transition temp.,C,1,8.0,P392669,C18H30N2O6,"poly[oxyoctanedioyloxy(2-oxoethylene)iminohexane-1,6-diylimino(1-oxoethylene)]"
2,Melting temp.,C,3,112.0,P392669,C18H30N2O6,"poly[oxyoctanedioyloxy(2-oxoethylene)iminohexane-1,6-diylimino(1-oxoethylene)]"
1,Glass transition temp.,C,1,2.0,P392670,C20H34N2O6,"poly[oxydecanedioyloxy(2-oxoethylene)iminohexane-1,6-diylimino(1-oxoethylene)]"
2,Melting temp.,C,3,117.0,P392670,C20H34N2O6,"poly[oxydecanedioyloxy(2-oxoethylene)iminohexane-1,6-diylimino(1-oxoethylene)]"
1,Glass transition temp.,C,1,0.0,P392671,C22H38N2O6,"poly[oxy(2-oxoethylene)iminohexane-1,6-diylimino(1-oxoethylene)oxydodecanedioyl]"
2,Melting temp.,C,5,113.0,P392671,C22H38N2O6,"poly[oxy(2-oxoethylene)iminohexane-1,6-diylimino(1-oxoethylene)oxydodecanedioyl]"
1,Glass transition temp.,C,4,4.5,P392677,C39H49NO6Sn,"poly[oxy(2-{8-[4'-(4-cyanobenzyloxy)biphenyl-4-yloxy]octyl}malonyl)oxypropane-1,3-diyl(dimethylstannanediyl)propane-1,3-diyl]"
1,Glass transition temp.,C,2,158.5,P392681,C15H7F3O4,"poly(oxy{2-[3-(trifluoromethyl)phenyl]-1,4-phenylene}oxyterephthaloyl)"
2,Melting temp.,C,1,348.0,P392681,C15H7F3O4,"poly(oxy{2-[3-(trifluoromethyl)phenyl]-1,4-phenylene}oxyterephthaloyl)"
1,Melting temp.,C,1,87.0,P392696,C8H8O4,"poly(oxybut-2-yne-1,4-diyloxybutanedioyl)"
1,Melting temp.,C,1,54.0,P392697,C10H12O4,"poly(oxybut-2-yne-1,4-diyloxyhexanedioyl)"
1,Glass transition temp.,C,1,-38.0,P392698,C12H16O4,"poly(oxybut-2-yne-1,4-diyloxyoctanedioyl)"
2,Melting temp.,C,1,53.0,P392698,C12H16O4,"poly(oxybut-2-yne-1,4-diyloxyoctanedioyl)"
1,Glass transition temp.,C,1,-27.0,P392699,C16H24O4,"poly(oxybut-2-yne-1,4-diyloxydodecanedioyl)"
2,Melting temp.,C,1,70.0,P392699,C16H24O4,"poly(oxybut-2-yne-1,4-diyloxydodecanedioyl)"
1,Glass transition temp.,C,1,236.0,P392703,C48H32O4,"poly[oxyterephthaloyloxy-1,4-phenylene(1-phenylethene-1,2-diyl)biphenyl-4,4'-diyl(2-phenylethene-1,2-diyl)-1,4-phenylene]"
1,Glass transition temp.,C,1,224.0,P392704,C48H32O4,"poly[oxyisophthaloyloxy-1,4-phenylene(1-phenylethene-1,2-diyl)biphenyl-4,4'-diyl(2-phenylethene-1,2-diyl)-1,4-phenylene]"
1,Glass transition temp.,C,1,128.0,P392705,C46H36O4,"poly[oxyhexanedioyloxy-1,4-phenylene(1-phenylethene-1,2-diyl)biphenyl-4,4'-diyl(2-phenylethene-1,2-diyl)-1,4-phenylene]"
1,Glass transition temp.,C,1,111.0,P392706,C50H44O4,"poly[oxydecanedioyloxy-1,4-phenylene(1-phenylethene-1,2-diyl)biphenyl-4,4'-diyl(2-phenylethene-1,2-diyl)-1,4-phenylene]"
1,Melting temp.,C,1,153.0,P392707,C18H26N2O6,"poly[(3,6-dioxopiperazine-2,5-diyl)(3-oxopropane-1,3-diyl)oxyoct-4-ene-1,8-diyloxy(1-oxopropane-1,3-diyl)]"
1,Melting temp.,C,1,159.0,P392708,C20H30N2O6,"poly[(3,6-dioxopiperazine-2,5-diyl)(3-oxopropane-1,3-diyl)oxydec-5-ene-1,10-diyloxy(1-oxopropane-1,3-diyl)]"
1,Glass transition temp.,C,1,149.0,P392709,C33H28N6O6,poly(oxyethylene{4-[4-(1-ethyl-6-nitrobenzimidazol-2-yl)phenyldiazenyl]phenylimino}ethyleneoxyterephthaloyl)
1,Glass transition temp.,C,1,147.0,P392710,C33H28N6O6,poly(oxyethylene{4-[4-(1-ethyl-6-nitrobenzimidazol-2-yl)phenyldiazenyl]phenylimino}ethyleneoxyisophthaloyl)
1,Glass transition temp.,C,1,146.0,P392711,C34H30N6O7,poly(oxyethylene{4-[4-(1-ethyl-6-nitrobenzimidazol-2-yl)phenyldiazenyl]phenylimino}ethyleneoxy(2-methoxyterephthaloyl))
1,Glass transition temp.,C,1,173.0,P392712,C36H32N6O7,poly[oxyethylene(4-{4-[2-(1-ethyl-6-nitrobenzimidazol-2-yl)ethenyl]phenyldiazenyl}phenylimino)ethyleneoxy(2-methoxyterephthaloyl)]
1,Glass transition temp.,C,1,252.0,P392718,C49H28N2O16,"poly{[2-oxo-8-(2-oxo-2H-chromen-7-yloxyacetoxy)-2H-chromene-3,6-diyl]methylene[2-oxo-8-(2-oxo-2H-chromen-7-yloxyacetoxy)-2H-chromene-6,3-diyl]carbonylimino-1,4-phenyleneiminocarbonyl}"
1,Glass transition temp.,C,1,248.0,P392719,C55H32N2O16,"poly{[2-oxo-8-(2-oxo-2H-chromen-7-yloxyacetoxy)-2H-chromene-3,6-diyl]methylene[2-oxo-8-(2-oxo-2H-chromen-7-yloxyacetoxy)-2H-chromene-6,3-diyl]carbonyliminobiphenyl-4,4'-diyliminocarbonyl}"
1,Glass transition temp.,C,1,221.0,P392720,C56H34N2O16,"poly{[2-oxo-8-(2-oxo-2H-chromen-7-yloxyacetoxy)-2H-chromene-3,6-diyl]methylene[2-oxo-8-(2-oxo-2H-chromen-7-yloxyacetoxy)-2H-chromene-6,3-diyl]carbonylimino-1,4-phenylenemethylene-1,4-phenyleneiminocarbonyl}"
1,Glass transition temp.,C,1,233.0,P392721,C55H32N2O18S,"poly{[2-oxo-8-(2-oxo-2H-chromen-7-yloxyacetoxy)-2H-chromene-3,6-diyl]methylene[2-oxo-8-(2-oxo-2H-chromen-7-yloxyacetoxy)-2H-chromene-6,3-diyl]carbonylimino-1,4-phenylenesulfonyl-1,4-phenyleneiminocarbonyl}"
1,Glass transition temp.,C,1,257.0,P392722,C58H32F6N2O16,"poly{[2-oxo-8-(2-oxo-2H-chromen-7-yloxyacetoxy)-2H-chromene-3,6-diyl]methylene[2-oxo-8-(2-oxo-2H-chromen-7-yloxyacetoxy)-2H-chromene-3,6-diyl]carbonylimino-1,4-phenylene[bis(trifluoromethyl)methylene]-1,4-phenyleneiminocarbonyl}"
1,Glass transition temp.,C,1,240.0,P392723,C49H28N2O16,"poly{[2-oxo-8-(2-oxo-2H-chromen-7-yloxyacetoxy)-2H-chromene-3,6-diyl]methylene[2-oxo-8-(2-oxo-2H-chromen-7-yloxyacetoxy)-2H-chromene-3,6-diyl]carbonylimino-1,3-phenyleneiminocarbonyl}"
1,Glass transition temp.,C,1,89.0,P392727,C16H22N2O6,"poly[oxyethyleneoxy(1,4-dioxobut-2-ene-1,4-diyl)iminohexane-1,6-diylimino(1,4-dioxobut-2-ene-1,4-diyl)]"
1,Glass transition temp.,C,1,245.0,P392731,C28H16N2O4,"poly(quinoxaline-2,3-diyl-1,4-phenyleneoxyisophthaloyloxy-1,4-phenylene)"
1,Glass transition temp.,C,1,232.0,P392732,C28H16N2O4,"poly(quinoxaline-2,3-diyl-1,4-phenyleneoxyterephthaloyloxy-1,4-phenylene)"
1,Glass transition temp.,C,1,151.0,P392733,C36H20N2O4,"poly(quinoxaline-2,3-diylnaphthalene-2,6-diyloxyisophthaloyloxynaphthalene-2,6-diyl)"
1,Glass transition temp.,C,1,136.0,P392734,C36H20N2O4,"poly(quinoxaline-2,3-diylnaphthalene-2,6-diyloxyterephthaloyloxynaphthalene-2,6-diyl)"
1,Glass transition temp.,C,1,275.0,P392737,C30H28O4,"poly[oxyterephthaloyloxy-1,4-phenylene(bicyclo[4,4,0]decane-3,3-diyl)-1,4-phenylene]"
1,Glass transition temp.,C,1,248.0,P392738,C30H28O4,"poly[oxyisophthaloyloxy-1,4-phenylene(bicyclo[4,4,0]decane-3,3-diyl)-1,4-phenylene]"
1,Glass transition temp.,C,1,247.0,P392739,C32H32O4,"poly[oxyterephthaloyloxy-2-methyl-1,4-phenylene(bicyclo[4,4,0]decane-3,3-diyl)-3-methyl-1,4-phenylene]"
1,Glass transition temp.,C,1,207.0,P392740,C32H32O4,"poly[oxyisophthaloyloxy-2-methyl-1,4-phenylene(bicyclo[4,4,0]decane-3,3-diyl)-3-methyl-1,4-phenylene]"
1,Glass transition temp.,C,1,287.0,P392741,C34H36O4,"poly[oxyterephthaloyloxy-2,6-dimethyl-1,4-phenylene(bicyclo[4,4,0]decane-3,3-diyl)-3,5-dimethyl-1,4-phenylene]"
1,Glass transition temp.,C,1,261.0,P392742,C34H36O4,"poly[oxyisophthaloyloxy-2,6-dimethyl-1,4-phenylene(bicyclo[4,4,0]decane-3,3-diyl)-3,5-dimethyl-1,4-phenylene]"
1,Glass transition temp.,C,1,329.0,P392743,C36H20F6N2O6,"poly(2-oxo-2H-chromene-3,6-diylmethylene-2-oxo-2H-chromene-6,3-diylcarbonylimino-1,4-phenylene[bis(trifluoromethyl)methylene]-1,4-phenyleneiminocarbonyl)"
1,Glass transition temp.,C,1,335.0,P392744,C37H30O4,"poly(oxycarbonyladamantane-1,3-diylcarbonyloxy-1,4-phenylenefluorene-9,9-diyl-1,4-phenylene)"
1,Glass transition temp.,C,1,265.0,P392746,C28H22N6O10,"poly(oxy-1,4-dioxobut-2-ene-1,4-diylhydrazine-1,2-diyl-1,4-dioxobut-2-ene-1,4-diyloxy-1,4-phenyleneimino-1,4-dioxobut-2-ene-1,4-diylhydrazine-1,2-diyl-1,4-dioxobut-2-ene-1,4-diylimino-1,4-phenylene)"
1,Glass transition temp.,C,1,240.0,P392747,C36H26N6O10,"poly(oxyphthaloylhydrazine-1,2-diylphthaloyloxy-1,4-phenyleneimino-1,4-dioxobut-2-ene-1,4-diylhydrazine-1,2-diyl-1,4-dioxobut-2-ene-1,4-diylimino-1,4-phenylene)"
1,Glass transition temp.,C,9,-19.5,P392748,C8H12O2,"poly[oxy(2-ethyl-1-oxo-3-prop-1-ylidenepropane-1,3-diyl)]"
1,Glass transition temp.,C,1,238.0,P392752,C41H31N3O8,"poly[oxy(5-{4-[2-(1,3-dioxoisoindolin-2-yl)propanoylamino]benzoylamino}isophthaloyl)oxy-1,4-phenylene(dimethylmethylene)-1,4-phenylene]"
1,Glass transition temp.,C,1,200.0,P392757,C38H25N3O10S,"poly[oxy(5-{4-[2-(1,3-dioxoisoindolin-2-yl)propanoylamino]benzoylamino}isophthaloyl)oxy-1,4-phenylenesulfonyl-1,4-phenylene]"
1,Glass transition temp.,C,2,34.5,P392762,C9H8O2,poly(oxy-1-benzyl-2-oxoethylene)
1,Melting temp.,C,1,271.5,P392766,C28H34N2O6,"poly(oxydecanedioyloxyethyleneiminocarbonylbiphenyl-4,4'-diylcarbonyliminoethylene)"
1,Melting temp.,C,1,283.5,P392767,C26H30N2O6,"poly(oxyoctanedioyloxyethyleneiminocarbonylbiphenyl-4,4'-diylcarbonyliminoethylene)"
1,Melting temp.,C,1,304.5,P392768,C24H26N2O6,"poly(oxyhexanedioyloxyethyleneiminocarbonylbiphenyl-4,4'-diylcarbonyliminoethylene)"
1,Melting temp.,C,1,261.5,P392769,C30H38N2O6,"poly(oxydodecanedioyloxyethyleneiminocarbonylbiphenyl-4,4'-diylcarbonyliminoethylene)"
1,Melting temp.,C,1,303.5,P392770,C22H22N2O6,"poly(oxysuccinyloxyethyleneiminocarbonylbiphenyl-4,4'-diylcarbonyliminoethylene)"
1,Glass transition temp.,C,2,36.0,P392771,C16H22O4,"poly[(5-oxotetrahydrofuran-2,4-diyl)ethylene(5-oxotetrahydrofuran-4,2-diyl)hex-3-ene-1,6-diyl]"
1,Glass transition temp.,C,1,24.0,P392772,C20H30O4,"poly[(5-oxotetrahydrofuran-2,4-diyl)ethylene(5-oxotetrahydrofuran-4,2-diyl)dec-5-ene-1,10-diyl]"
2,Melting temp.,C,1,106.0,P392772,C20H30O4,"poly[(5-oxotetrahydrofuran-2,4-diyl)ethylene(5-oxotetrahydrofuran-4,2-diyl)dec-5-ene-1,10-diyl]"
1,Glass transition temp.,C,1,37.0,P392773,C16H24O4,"poly[(5-oxotetrahydrofuran-2,4-diyl)ethylene(5-oxotetrahydrofuran-4,2-diyl)hexane-1,6-diyl]"
2,Melting temp.,C,1,131.0,P392773,C16H24O4,"poly[(5-oxotetrahydrofuran-2,4-diyl)ethylene(5-oxotetrahydrofuran-4,2-diyl)hexane-1,6-diyl]"
1,Melting temp.,C,2,122.5,P392774,C20H32O4,"poly[(5-oxotetrahydrofuran-2,4-diyl)ethylene(5-oxotetrahydrofuran-4,2-diyl)decane-1,10-diyl]"
1,Glass transition temp.,C,2,71.5,P392775,C39H26O4Si,"poly[oxycarbonylfluorene-2,7-diylcarbonyloxy-1,4-phenylene(diphenylsilanediyl)-1,4-phenylene]"
2,Melting temp.,C,1,183.0,P392775,C39H26O4Si,"poly[oxycarbonylfluorene-2,7-diylcarbonyloxy-1,4-phenylene(diphenylsilanediyl)-1,4-phenylene]"
1,Glass transition temp.,C,1,124.0,P392779,C9H5O3,"poly[(1-oxoprop-2-ene-1,3-diyl)(4-oxy-1,3-phenylene)oxy]"
1,Glass transition temp.,C,4,-22.0,P392780,C19H31N2O6,"poly(piperazine-1,4-diyl(3-oxopropnane-1,3-diyl)oxy{2-ethyl-2-[(1-oxopropane-3,1-diyl)oxymethylene]propane-1,3-diyl}oxy(1-oxopropane-1,3-diyl))"
2,Melting temp.,C,3,45.0,P392780,C19H31N2O6,"poly(piperazine-1,4-diyl(3-oxopropnane-1,3-diyl)oxy{2-ethyl-2-[(1-oxopropane-3,1-diyl)oxymethylene]propane-1,3-diyl}oxy(1-oxopropane-1,3-diyl))"
1,Glass transition temp.,C,1,235.0,P392781,C7H3O3,"poly[carbonyl(5-oxy-1,3-phenylene)oxy]"
1,Glass transition temp.,C,1,-58.0,P392805,C10H18O2,"poly[oxy(1-butyl-6-oxohexane-1,6-diyl)]"
1,Glass transition temp.,C,1,5.0,P392806,C28H33N3O5,"poly{oxy[2-(6-{4-[(4-cyanophenyl)diazenyl]phenoxy}hexyl)propane-1,3-diyl]oxyhexanedioyl}"
2,Melting temp.,C,1,45.0,P392806,C28H33N3O5,"poly{oxy[2-(6-{4-[(4-cyanophenyl)diazenyl]phenoxy}hexyl)propane-1,3-diyl]oxyhexanedioyl}"
1,Glass transition temp.,C,3,-16.0,P392808,C15H23N2O6,"poly{iminopropane-1,3-diyl[2-(butanedioyloxy)ethylimino]ethyleneoxybutanedioyl}"
1,Glass transition temp.,C,1,10.0,P392809,C36H46N2O8,"poly[oxyhexanedioyloxy(2,2-dimethylethylene)nitrilomethanylylidene-1,4-phenylenecarbonyloxyhexane-1,6-diyloxycarbonyl-1,4-phenylenemethanylylidenenitrilo(1,1-dimethylethylene)]"
1,Glass transition temp.,C,1,90.0,P392810,C35H44N2O4,"poly(oxyhexane-1,6-diyloxycarbonyl-1,4-phenylenemethanylylidenenitrilocyclohexane-1,4-diylmethylenecyclohexane-1,4-diylnitrilomethanylylidene-1,4-phenylenecarbonyl)"
1,Glass transition temp.,C,1,52.0,P392811,C7H12O2,"poly[oxy(1,1,2,2-tetramethyl-3-oxopropane-1,3-diyl)]"
2,Melting temp.,C,2,155.0,P392811,C7H12O2,"poly[oxy(1,1,2,2-tetramethyl-3-oxopropane-1,3-diyl)]"
1,Glass transition temp.,C,1,127.0,P392829,C17H15O3,"poly{[4-methyl-1-oxo-4-(oxy-4,1-phenylene)butane-1,4-diyl]-1,4-phenyleneoxy}"
1,Glass transition temp.,C,1,214.0,P392830,C8H3O3,"poly[oxy(5-carbonyl-1,3-phenylene)carbonyl]"
1,Glass transition temp.,C,1,145.0,P392831,C20H17N4O3,"poly{(2-cyano-1-oxoprop-2-ene-1,3-diyl)-1,4-phenylenediazenediyl-1,4-phenylene[(oxyethlene)imino]ethyleneoxy}"
1,Glass transition temp.,C,1,126.0,P430058,C34H22N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(butane-1,4-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}"
2,Melting temp.,C,2,394.0,P430058,C34H22N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(butane-1,4-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}"
1,Glass transition temp.,C,1,147.0,P430059,C35H24N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(pentane-1,5-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}"
2,Melting temp.,C,1,356.0,P430059,C35H24N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(pentane-1,5-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}"
1,Glass transition temp.,C,1,133.0,P430060,C36H26N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(hexane-1,6-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}"
2,Melting temp.,C,1,361.0,P430060,C36H26N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(hexane-1,6-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}"
1,Glass transition temp.,C,1,117.0,P430061,C37H28N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(heptane-1,7-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}"
2,Melting temp.,C,1,290.0,P430061,C37H28N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(heptane-1,7-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}"
1,Melting temp.,C,1,339.0,P430062,C38H30N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(octane-1,8-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}"
1,Melting temp.,C,1,246.0,P430063,C39H32N2O8,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[2,2'-(nonane-1,9-diyl)bis(1,3-dioxoisoindoline-5-carboxylic acid)]}"
1,Melting temp.,C,1,310.0,P430064,C40H34N2O8,"poly{(4,4'-diacetoxybiphenyl)-alt-[1,1',3,3'-tetraoxo-2,2'-decamethylenebis(isoindoline-5-carboxylic acid)]}"
1,Glass transition temp.,C,1,97.0,P430065,C41H36N2O8,"poly{(4,4'-diacetoxybiphenyl)-alt-[1,1',3,3'-tetraoxo-2,2'-undecamethylenebis(isoindoline-5-carboxylic acid)]}"
2,Melting temp.,C,1,245.0,P430065,C41H36N2O8,"poly{(4,4'-diacetoxybiphenyl)-alt-[1,1',3,3'-tetraoxo-2,2'-undecamethylenebis(isoindoline-5-carboxylic acid)]}"
1,Melting temp.,C,1,297.0,P430066,C42H38N2O8,"poly{(4,4'-diacetoxybiphenyl)-alt-[1,1',3,3'-tetraoxo-2,2'-dodecamethylenebis(isoindoline-5-carboxylic acid)]}"
1,Glass transition temp.,C,1,132.0,P430067,C25H17NO6,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[1,3-dioxo-2-(3-carboxypropyl)isoindoline-5-carboxylic acid]}"
2,Melting temp.,C,2,348.0,P430067,C25H17NO6,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[1,3-dioxo-2-(3-carboxypropyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,123.0,P430068,C26H19NO6,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[1,3-dioxo-2-(4-carboxybutyl)isoindoline-5-carboxylic acid]}"
2,Melting temp.,C,2,372.0,P430068,C26H19NO6,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[1,3-dioxo-2-(4-carboxybutyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,118.0,P430069,C27H21NO6,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[1,3-dioxo-2-(5-carboxypentyl)isoindoline-5-carboxylic acid]}"
2,Melting temp.,C,4,306.0,P430069,C27H21NO6,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[1,3-dioxo-2-(5-carboxypentyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,107.0,P430070,C28H23NO6,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[1,3-dioxo-2-(6-carboxyhexyl)isoindoline-5-carboxylic acid]}"
2,Melting temp.,C,2,304.5,P430070,C28H23NO6,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[1,3-dioxo-2-(6-carboxyhexyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,61.0,P430071,C32H31NO6,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[1,3-dioxo-2-(10-carboxydecyl)isoindoline-5-carboxylic acid]}"
2,Melting temp.,C,4,264.0,P430071,C32H31NO6,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[1,3-dioxo-2-(10-carboxydecyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,60.0,P430072,C33H33NO6,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[1,3-dioxo-2-(11-carboxylundecyl)isoindoline-5-carboxylic acid]}"
2,Melting temp.,C,4,252.5,P430072,C33H33NO6,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[1,3-dioxo-2-(11-carboxylundecyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,132.0,P430073,C19H13NO6,"poly{(1,4-phenylene diacetate)-alt-[1,3-dioxo-2-(3-carboxypropyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,2,89.0,P430074,C20H15NO6,"poly{(1,4-phenylene diacetate)-alt-[1,3-dioxo-2-(4-carboxybutyl)isoindoline-5-carboxylic acid]}"
2,Melting temp.,C,3,251.0,P430074,C20H15NO6,"poly{(1,4-phenylene diacetate)-alt-[1,3-dioxo-2-(4-carboxybutyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,89.0,P430075,C21H17NO6,"poly{(1,4-phenylene diacetate)-alt-[1,3-dioxo-2-(5-carboxypentyl)isoindoline-5-carboxylic acid]}"
2,Melting temp.,C,2,164.5,P430075,C21H17NO6,"poly{(1,4-phenylene diacetate)-alt-[1,3-dioxo-2-(5-carboxypentyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,2,74.0,P430076,C22H19NO6,"poly{(1,4-phenylene diacetate)-alt-[1,3-dioxo-2-(6-carboxyhexyl)isoindoline-5-carboxylic acid]}"
2,Melting temp.,C,3,208.5,P430076,C22H19NO6,"poly{(1,4-phenylene diacetate)-alt-[1,3-dioxo-2-(6-carboxyhexyl)isoindoline-5-carboxylic acid]}"
1,Glass transition temp.,C,1,58.0,P430077,C27H29NO6,"poly{(1,4-phenylene diacetate)-alt-[1,3-dioxo-2-(11-carboxylundecyl)isoindoline-5-carboxylic acid]}"
2,Melting temp.,C,2,172.5,P430077,C27H29NO6,"poly{(1,4-phenylene diacetate)-alt-[1,3-dioxo-2-(11-carboxylundecyl)isoindoline-5-carboxylic acid]}"
